Pokemon,Number,Color,Habitat,Generation,Egg Group,Description
Slowbro,80,pink,waters-edge,generation-i,no-eggs,"whenever shellder bites down hard on its tail, it gives slowbro a flash of inspiration...which it forgets a moment later."
Slowbro,80,pink,waters-edge,generation-i,no-eggs,"spacing out is basically all it does. it turns back into slowpoke if its tail, along with shellder, breaks off."
Slowbro,80,pink,waters-edge,generation-i,no-eggs,"shellder, in its greed to suck out more and more sweetness from slowbro’s tail, has metamorphosed into a spiral-shaped shell."
Slowbro,80,pink,waters-edge,generation-i,no-eggs,"lives lazily by the sea. if the shellder on its tail comes off, it becomes a slowpoke again."
Slowbro,80,pink,waters-edge,generation-i,no-eggs,slowpoke became slowbro when a shellder bit on to its tail. sweet flavors seeping from the tail make the shellder feel as if its life is a dream.
Slowbro,80,pink,waters-edge,generation-i,no-eggs,"being bitten by a shellder shocked this pokémon into standing on two legs. if the shellder lets go, it seems slowbro will turn back into a slowpoke."
Magnemite,81,gray,rough-terrain,generation-i,no-eggs,uses anti-gravity to stay suspended. appears withoutwarning and uses thunder wave and similar moves.
Magnemite,81,gray,rough-terrain,generation-i,no-eggs,it is born with the ability to defy gravity. itfloats in air on powerful electro­ magnetic waves.
Magnemite,81,gray,rough-terrain,generation-i,no-eggs,it is attracted by electromagnetic waves. it mayapproach trainers if they are using their pokégear.
Magnemite,81,gray,rough-terrain,generation-i,no-eggs,the units at the sides of its body generate anti­gravity energy to keep it aloft in the air.
Magnemite,81,gray,rough-terrain,generation-i,no-eggs,the electricity emitted by the units on each sideof its body cause it to become a strong magnet.
Magnemite,81,gray,rough-terrain,generation-i,no-eggs,"magnemite attaches itself to power lines to feed on electricity. if your house has a power outage,check your circuit breakers. you may find a large number of this pokémon clinging to the breaker box."
Magnemite,81,gray,rough-terrain,generation-i,no-eggs,magnemite floats in the air by emitting electromagnetic waves from the units at its sides. these waves block gravity.this pokémon becomes incapable of flight if its internal electrical supply is depleted.
Magnemite,81,gray,rough-terrain,generation-i,no-eggs,the units at its sides are extremely powerful magnets. they generate enough magnetism to draw in iron objects from over 300 feet away.
Magnemite,81,gray,rough-terrain,generation-i,no-eggs,it moves while constantly hovering. it discharges thunder wave and so on from the units at its sides.
Magnemite,81,gray,rough-terrain,generation-i,no-eggs,uses antigravity to stay suspended. appears without warning and uses thunder wave and similar moves.
Magnemite,81,gray,rough-terrain,generation-i,no-eggs,the units at its sides generate electromagnetic waves that keep it airborne. it feeds on electricity.
Magnemite,81,gray,rough-terrain,generation-i,no-eggs,"the faster the units at its sides rotate, the greater the magnetic force they generate."
Magnemite,81,gray,rough-terrain,generation-i,no-eggs,it is attracted by electromagnetic waves. it may approach trainers if they are using their pokégear.
Magnemite,81,gray,rough-terrain,generation-i,no-eggs,the units at the sides of its body generate antigravity energy to keep it aloft in the air.
Magnemite,81,gray,rough-terrain,generation-i,no-eggs,"the electromagnetic waves emitted by the units at the sides of its head expel antigravity, which allows it to float."
Magnemite,81,gray,rough-terrain,generation-i,no-eggs,"it’s frequently the cause of power outages, which is why some power plants send out electrical signals that it can’t stand."
Magnemite,81,gray,rough-terrain,generation-i,no-eggs,"magnemite attaches itself to power lines to feed on electricity. if your house has a power outage, check your circuit breakers. you may find a large number of this pokémon clinging to the breaker box."
Magnemite,81,gray,rough-terrain,generation-i,no-eggs,magnemite floats in the air by emitting electromagnetic waves from the units at its sides. these waves block gravity. this pokémon becomes incapable of flight if its internal electrical supply is depleted.
Magnemite,81,gray,rough-terrain,generation-i,no-eggs,they gather in places where electricity is available. they can be found clinging to the steel towers used to support power lines.
Magnemite,81,gray,rough-terrain,generation-i,no-eggs,"it sends out electromagnetic waves, which let it float through the air. touching it while it’s eating electricity will give you a full-body shock."
Magnemite,81,gray,rough-terrain,generation-i,no-eggs,"perhaps because electrical lines are often buried these days, the number of magnemite attacks on power plants has increased."
Magnemite,81,gray,rough-terrain,generation-i,no-eggs,it is hatched with the ability to defy gravity. it floats while emitting powerful electromagnetic waves.
Magnemite,81,gray,rough-terrain,generation-i,no-eggs,"at times, magnemite runs out of electricity and ends up on the ground. if you give batteries to a grounded magnemite, it’ll start moving again."
Magnemite,81,gray,rough-terrain,generation-i,no-eggs,"it subsists on electricity. as magnemite flies, it emits electromagnetic waves from the units on each side of its body."
Magnemite,81,gray,rough-terrain,generation-i,no-eggs,"a bizarre pokémon with but a single eye embedded in an iron sphere. i suspect this creature levitates due to the magnetism it emits from its arms, which resemble horseshoe-shaped magnets."
Magneton,82,gray,rough-terrain,generation-i,no-eggs,formed by several magnemites linked together. theyfrequently appear when sunspots flare up.
Magneton,82,gray,rough-terrain,generation-i,no-eggs,"generates strange radio signals. it raises the tem­perature by 3.6f degrees within 3,300 feet."
Magneton,82,gray,rough-terrain,generation-i,no-eggs,three magnemite are linked by a strong magneticforce. earaches will occur if you get too close.
Magneton,82,gray,rough-terrain,generation-i,no-eggs,"the magnemite are united by a mag­ netism so power­ful, it dries all moisture in its vicinities."
Magneton,82,gray,rough-terrain,generation-i,no-eggs,"when many magneton gather together, theresulting magnetic storm disrupts radio waves."
Magneton,82,gray,rough-terrain,generation-i,no-eggs,"magneton emits a powerful magnetic force that is fatal to mechanical devices. as a result, large cities soundsirens to warn citizens of large-scale outbreaks of this pokémon."
Magneton,82,gray,rough-terrain,generation-i,no-eggs,"magneton emits a powerful magnetic force that is fatal to electronics and precision instruments. because ofthis, it is said that some towns warn people to keep this pokémon inside a poké ball."
Magneton,82,gray,rough-terrain,generation-i,no-eggs,"it is actually three magnemite linked by magnetism. it generates powerful radio waves that raise temperatures by 3.6 degrees f within a 3,300-foot radius."
Magneton,82,gray,rough-terrain,generation-i,no-eggs,a linked cluster formed of several magnemite. it discharges powerful magnetic waves at high voltage.
Magneton,82,gray,rough-terrain,generation-i,no-eggs,formed by several magnemite linked together. they frequently appear when sunspots flare up.
Magneton,82,gray,rough-terrain,generation-i,no-eggs,it is actually three magnemite linked by magnetism. a group can set off a magnetic storm.
Magneton,82,gray,rough-terrain,generation-i,no-eggs,many mysteriously appear when more sunspots dot the sun. they stop tv sets from displaying properly.
Magneton,82,gray,rough-terrain,generation-i,no-eggs,three magnemite are linked by a strong magnetic force. earaches will occur if you get too close.
Magneton,82,gray,rough-terrain,generation-i,no-eggs,"the magnemite are united by a magnetism so powerful, it dries all moisture in its vicinity."
Magneton,82,gray,rough-terrain,generation-i,no-eggs,the stronger electromagnetic waves from the three linked magnemite are enough to dry out surrounding moisture.
Magneton,82,gray,rough-terrain,generation-i,no-eggs,"generates strange radio signals. it raises the temperature by 3.6 degrees fahrenheit within 3,300 feet."
Magneton,82,gray,rough-terrain,generation-i,no-eggs,"magneton emits a powerful magnetic force that is fatal to mechanical devices. as a result, large cities sound sirens to warn citizens of large-scale outbreaks of this pokémon."
Magneton,82,gray,rough-terrain,generation-i,no-eggs,"magneton emits a powerful magnetic force that is fatal to electronics and precision instruments. because of this, it is said that some towns warn people to keep this pokémon inside a poké ball."
Magneton,82,gray,rough-terrain,generation-i,no-eggs,"when three magnemite link together, their brains also become one. they do not become three times more intelligent."
Magneton,82,gray,rough-terrain,generation-i,no-eggs,"it has about three times the electrical power of magnemite. for some reason, outbreaks of this pokémon happen when lots of sunspots appear."
Magneton,82,gray,rough-terrain,generation-i,no-eggs,"delicate equipment can malfunction in areas inhabited by magneton, which send out mysterious electrical signals."
Magneton,82,gray,rough-terrain,generation-i,no-eggs,"when rain clouds form, many magneton gather in high places to wait for lightning to strike."
Magneton,82,gray,rough-terrain,generation-i,no-eggs,this pokémon is three magnemite that have linked together. magneton sends out powerful radio waves to study its surroundings.
Magneton,82,gray,rough-terrain,generation-i,no-eggs,this pokémon is constantly putting out a powerful magnetic force. most computers go haywire when a magneton approaches.
Magneton,82,gray,rough-terrain,generation-i,no-eggs,"three magnemite gathered to evolve into this pokémon. the source of much vexation on my part, as its powerful magnetism destroys my research equipment."
Farfetchd,83,brown,grassland,generation-i,no-eggs,the sprig of green onions it holds is itsweapon. it is used much like a metal sword.
Farfetchd,83,brown,grassland,generation-i,no-eggs,"lives where reedy plants grow. they are rarely seen,so it's thought their numbers are decreasing."
Farfetchd,83,brown,grassland,generation-i,no-eggs,"if anyone tries to disturb where the essential plantsticks grow, it uses its own stick to thwart them."
Farfetchd,83,brown,grassland,generation-i,no-eggs,"if it eats the plant stick it carries as emer­gency rations, it runs off in search of a new stick."
Farfetchd,83,brown,grassland,generation-i,no-eggs,"in order to pre­ vent their extinction, morepeople have made an effort to breed these pokémon."
Farfetchd,83,brown,grassland,generation-i,no-eggs,"farfetch’d is always seen with a stick from a plant of some sort. apparently, there are good sticks and bad sticks.this pokémon has been known to fight with others over sticks."
Farfetchd,83,brown,grassland,generation-i,no-eggs,"it is always seen with a stick from a plant. apparently, there are good sticks and bad sticks. this pokémon occasionally fights with others over choice sticks."
Farfetchd,83,brown,grassland,generation-i,no-eggs,it always walks about with a plant stalk clamped in its beak. the stalk is used for building its nest.
Farfetchd,83,brown,grassland,generation-i,no-eggs,the plant stalk it holds is its weapon. the stalk is used like a sword to cut all sorts of things.
Farfetchd,83,brown,grassland,generation-i,no-eggs,it can’t live without the stalk it holds. that’s why it defends the stalk from attackers with its life.
Farfetchd,83,brown,grassland,generation-i,no-eggs,"if anyone tries to disturb where the essential plant stalks grow, it uses its own stalk to thwart them."
Farfetchd,83,brown,grassland,generation-i,no-eggs,"if it eats the plant stalk it carries as emergency rations, it runs off in search of a new stalk."
Farfetchd,83,brown,grassland,generation-i,no-eggs,"farfetch’d is always seen with a stalk from a plant of some sort. apparently, there are good stalks and bad stalks. this pokémon has been known to fight with others over stalks."
Farfetchd,83,brown,grassland,generation-i,no-eggs,"they live where reedy plants grow. farfetch’d are rarely seen, so it’s thought their numbers are decreasing."
Farfetchd,83,brown,grassland,generation-i,no-eggs,"the stalk this pokémon carries in its wings serves as a sword to cut down opponents. in a dire situation, the stalk can also serve as food."
Farfetchd,83,brown,grassland,generation-i,no-eggs,"they use a plant stalk as a weapon, but not all of them use it in the same way. several distinct styles of stalk fighting have been observed."
Doduo,84,brown,grassland,generation-i,no-eggs,a bird that makes up for its poor flying with itsfast foot speed. leaves giant footprints.
Doduo,84,brown,grassland,generation-i,no-eggs,"its short wings make flying dif­ ficult. instead,this pokémon runs at high speed on developed legs."
Doduo,84,brown,grassland,generation-i,no-eggs,"by alternately raising and lower­ ing its two heads,it balances itself to be more stable while running."
Doduo,84,brown,grassland,generation-i,no-eggs,"it races through grassy plains with powerful strides,leaving footprints up to four inches deep."
Doduo,84,brown,grassland,generation-i,no-eggs,"it lives on a grassy plain where it can see a longway. if it sees an enemy, it runs away at 60 mph."
Doduo,84,brown,grassland,generation-i,no-eggs,"doduo’s two heads never sleep at the same time. its two heads take turns sleeping,so one head can always keep watch for enemies while the other one sleeps."
Doduo,84,brown,grassland,generation-i,no-eggs,"doduo’s two heads contain completely identical brains. a scientific study reported that onrare occasions, there will be examples of this pokémon possessing different sets of brains."
Doduo,84,brown,grassland,generation-i,no-eggs,"even while eating or sleeping, one of the heads remains always vigilant for any sign of danger. when threatened, it flees at over 60 miles per hour."
Doduo,84,brown,grassland,generation-i,no-eggs,a two-headed pokémon that was discovered as a sudden mutation. it runs at a pace of over 60 miles per hour.
Doduo,84,brown,grassland,generation-i,no-eggs,a bird that makes up for its poor flying with its fast foot speed. leaves giant footprints.
Doduo,84,brown,grassland,generation-i,no-eggs,the brains in its two heads appear to communicate emotions to each other with a telepathic power.
Doduo,84,brown,grassland,generation-i,no-eggs,"by alternately raising and lowering its two heads, it balances itself to be more stable while running."
Doduo,84,brown,grassland,generation-i,no-eggs,"it races through grassy plains with powerful strides, leaving footprints up to four inches deep."
Doduo,84,brown,grassland,generation-i,no-eggs,"doduo’s two heads never sleep at the same time. its two heads take turns sleeping, so one head can always keep watch for enemies while the other one sleeps."
Doduo,84,brown,grassland,generation-i,no-eggs,"doduo’s two heads contain completely identical brains. a scientific study reported that on rare occasions, there will be examples of this pokémon possessing different sets of brains."
Doduo,84,brown,grassland,generation-i,no-eggs,"its short wings make flying difficult. instead, this pokémon runs at high speed on developed legs."
Dodrio,85,brown,grassland,generation-i,no-eggs,"uses its three brains to execute complex plans.while two heads sleep, one head stays awake."
Dodrio,85,brown,grassland,generation-i,no-eggs,one of doduo's 2 heads splits to form a uniquespecies. it runs close to 40 mph in prairies.
Dodrio,85,brown,grassland,generation-i,no-eggs,"it collects data  and plans three times as wisely,but it may think too much and be­ come immobilized."
Dodrio,85,brown,grassland,generation-i,no-eggs,"if one of the heads gets to eat, the others will besatisfied, too, and they will stop squabbling."
Dodrio,85,brown,grassland,generation-i,no-eggs,an enemy that takes its eyes off any of the threeheads--even for a second--will get pecked severely.
Dodrio,85,brown,grassland,generation-i,no-eggs,watch out if dodrio’s three heads are looking in three separate directions. it’s a sure sign that it is on its guard.don’t go near this pokémon if it’s being wary - it may decide to peck you.
Dodrio,85,brown,grassland,generation-i,no-eggs,"apparently, the heads aren’t the only parts of the body that dodrio has three of.it has three sets of hearts and lungs as well, so it is capable of running long distances without rest."
Dodrio,85,brown,grassland,generation-i,no-eggs,a peculiar pokémon species with three heads. it vigorously races across grassy plains even in arid seasons with little rainfall.
Dodrio,85,brown,grassland,generation-i,no-eggs,"an odd species that is rarely found. the three heads respectively represent joy, sadness, and anger."
Dodrio,85,brown,grassland,generation-i,no-eggs,"uses its three brains to execute complex plans. while two heads sleep, one head is said to stay awake."
Dodrio,85,brown,grassland,generation-i,no-eggs,"when doduo evolves into this odd breed, one of its heads splits into two. it runs at nearly 40 mph."
Dodrio,85,brown,grassland,generation-i,no-eggs,"it collects data and plans three times as wisely, but it may think too much and fall into a state of immobility."
Dodrio,85,brown,grassland,generation-i,no-eggs,"if one of the heads gets to eat, the others will be satisfied, too, and they will stop squabbling."
Dodrio,85,brown,grassland,generation-i,no-eggs,an enemy that takes its eyes off any of the three heads--even for a second--will get pecked severely.
Dodrio,85,brown,grassland,generation-i,no-eggs,watch out if dodrio’s three heads are looking in three separate directions. it’s a sure sign that it is on its guard. don’t go near this pokémon if it’s being wary—it may decide to peck you.
Dodrio,85,brown,grassland,generation-i,no-eggs,"apparently, the heads aren’t the only parts of the body that dodrio has three of. it has three sets of hearts and lungs as well, so it is capable of running long distances without rest."
Dodrio,85,brown,grassland,generation-i,no-eggs,one of doduo’s two heads splits to form a unique species. it runs close to 40 mph in prairies.
Seel,86,white,sea,generation-i,no-eggs,the protruding horn on its head is very hard.it is used for bashing through thick ice.
Seel,86,white,sea,generation-i,no-eggs,loves freezing cold conditions. relishes swimmingin a frigid cli­ mate of around 14f degrees.
Seel,86,white,sea,generation-i,no-eggs,"although it can't walk well on land, it is a gracefulswimmer. it espe­ cially loves being in frigid seas."
Seel,86,white,sea,generation-i,no-eggs,"in daytime, it is often found asleep on the seabed inshallow waters. its nostrils close while it swims."
Seel,86,white,sea,generation-i,no-eggs,the light blue fur that covers it keeps it protectedagainst the cold. it loves iceberg- filled oceans.
Seel,86,white,sea,generation-i,no-eggs,"seel hunts for prey in the frigid sea underneath sheets of ice. when it needs to breathe, it punchesa hole through the ice with the sharply protruding section of its head."
Seel,86,white,sea,generation-i,no-eggs,"seel hunt for prey in frigid, ice-covered seas. when it needs to breathe, it punches a hole through the ice with the sharply protruding section of its head."
Seel,86,white,sea,generation-i,no-eggs,"covered with light blue fur, its hide is thick and tough. it is active in bitter cold of minus 40 degrees fahrenheit."
Seel,86,white,sea,generation-i,no-eggs,the protruding horn on its head is very hard. it is used for bashing through thick icebergs.
Seel,86,white,sea,generation-i,no-eggs,a pokémon that lives on icebergs. it swims in the sea using the point on its head to break up ice.
Seel,86,white,sea,generation-i,no-eggs,"although it can’t walk well on land, it is a graceful swimmer. it especially loves being in frigid seas."
Seel,86,white,sea,generation-i,no-eggs,"in daytime, it is often found asleep on the seabed in shallow waters. its nostrils close while it swims."
Seel,86,white,sea,generation-i,no-eggs,"the colder it gets, the better it feels. it joyfully swims around oceans so cold that they are filled with floating ice."
Seel,86,white,sea,generation-i,no-eggs,"covered with light blue fur, its hide is thick and tough. it is active in bitter cold of -40 degrees fahrenheit."
Seel,86,white,sea,generation-i,no-eggs,"seel hunts for prey in the frigid sea underneath sheets of ice. when it needs to breathe, it punches a hole through the ice with the sharply protruding section of its head."
Seel,86,white,sea,generation-i,no-eggs,it has always been supposed that seel live only in cold seas. their having shown up in alola is a mystery.
Seel,86,white,sea,generation-i,no-eggs,"thanks to its thick fat, cold seas don’t bother it at all, but it gets tired pretty easily in warm waters."
Seel,86,white,sea,generation-i,no-eggs,loves freezing-cold conditions. relishes swimming in a frigid climate of around 14 degrees fahrenheit.
Dewgong,87,white,sea,generation-i,no-eggs,stores thermal energy in its body. swims at asteady 8 knots even in intensely cold waters.
Dewgong,87,white,sea,generation-i,no-eggs,"its entire body is a snowy-white. unharmed by evenintense cold, it swims powerfully in icy waters."
Dewgong,87,white,sea,generation-i,no-eggs,"its streamlined body has little drag in water.the colder the temperature, the friskier it gets."
Dewgong,87,white,sea,generation-i,no-eggs,it loves frigid seas with ice floes. it uses itslong tail to change swimming direction quickly.
Dewgong,87,white,sea,generation-i,no-eggs,"it sleeps under shallow ocean waters during theday, then looks for food at night when it's cold."
Dewgong,87,white,sea,generation-i,no-eggs,dewgong loves to snooze on bitterly cold ice. the sight of this pokémon sleeping ona glacier was mistakenly thought to be a mermaid by a mariner long ago.
Dewgong,87,white,sea,generation-i,no-eggs,it loves to snooze on bitterly cold ice. the sight of this pokémon sleeping on a glacier was mistakenly thought to be a mermaid by a mariner long ago.
Dewgong,87,white,sea,generation-i,no-eggs,"its body is covered with a pure white fur. the colder the weather, the more active it becomes."
Dewgong,87,white,sea,generation-i,no-eggs,it stores thermal energy in the body. it swims at a steady eight knots even in intensely cold waters.
Dewgong,87,white,sea,generation-i,no-eggs,"in snow, the pure white coat covering its body obscures it from predators."
Dewgong,87,white,sea,generation-i,no-eggs,"its streamlined body has little drag in water. the colder the temperature, the friskier it gets."
Dewgong,87,white,sea,generation-i,no-eggs,it loves frigid seas with ice floes. it uses its long tail to change swimming direction quickly.
Dewgong,87,white,sea,generation-i,no-eggs,"its streamlined body has low resistance, and it swims around cold oceans at a speed of eight knots."
Dewgong,87,white,sea,generation-i,no-eggs,dewgong loves to snooze on bitterly cold ice. the sight of this pokémon sleeping on a glacier was mistakenly thought to be a mermaid by a mariner long ago.
Dewgong,87,white,sea,generation-i,no-eggs,"it swims through the ocean at a speed of eight knots, searching for pokémon that will become its prey. it’s especially fond of wishiwashi."
Dewgong,87,white,sea,generation-i,no-eggs,it sunbathes on the beach after meals. the rise in its body temperature helps its digestion.
Dewgong,87,white,sea,generation-i,no-eggs,"its entire body is a snowy white. unharmed by even intense cold, it swims powerfully in icy waters."
Grimer,88,purple,urban,generation-i,no-eggs,appears in filthy areas. thrives by sucking uppolluted sludge that is pumped out of factories.
Grimer,88,purple,urban,generation-i,no-eggs,made of hardened sludge. it smells too putrid totouch. even weeds won't grow in its path.
Grimer,88,purple,urban,generation-i,no-eggs,"as it moves, it loses bits of its body from whichnew grimer emerge. this worsens the stench around it."
Grimer,88,purple,urban,generation-i,no-eggs,"wherever grimer has passed, so many germs areleft behind that no plants will ever grow again."
Grimer,88,purple,urban,generation-i,no-eggs,"when two of these pokémon's bodies are combinedtogether, new poisons are created."
Grimer,88,purple,urban,generation-i,no-eggs,"grimer’s sludgy and rubbery body can be forced through any opening, however small it may be.this pokémon enters sewer pipes to drink filthy wastewater."
Grimer,88,purple,urban,generation-i,no-eggs,grimer emerged from the sludge that settled on a polluted seabed. this pokémon loves anything filthy.it constantly leaks a horribly germ- infested fluid from all over its body.
Grimer,88,purple,urban,generation-i,no-eggs,"born from polluted sludge in the sea, grimer’s favorite food is anything filthy. they feed on wastewater pumped out from factories."
Grimer,88,purple,urban,generation-i,no-eggs,sludge exposed to x rays from the moon transformed into grimer. it loves feeding on filthy things.
Grimer,88,purple,urban,generation-i,no-eggs,appears in filthy areas. it thrives by sucking up polluted sludge that is pumped out of factories.
Grimer,88,purple,urban,generation-i,no-eggs,it was born when sludge in a dirty stream was exposed to the moon’s x-rays. it appears among filth.
Grimer,88,purple,urban,generation-i,no-eggs,"as it moves, it loses bits of its body, from which new grimer emerge. this worsens the stench around it."
Grimer,88,purple,urban,generation-i,no-eggs,"wherever grimer has passed, so many germs are left behind that no plants will ever grow again."
Grimer,88,purple,urban,generation-i,no-eggs,"born from sludge, these pokémon now gather in polluted places and increase the bacteria in their bodies."
Grimer,88,purple,urban,generation-i,no-eggs,sludge exposed to x-rays from the moon transformed into grimer. it loves feeding on filthy things.
Grimer,88,purple,urban,generation-i,no-eggs,"grimer’s sludgy and rubbery body can be forced through any opening, however small it may be. this pokémon enters sewer pipes to drink filthy wastewater."
Grimer,88,purple,urban,generation-i,no-eggs,grimer emerged from the sludge that settled on a polluted seabed. this pokémon loves anything filthy. it constantly leaks a horribly germ-infested fluid from all over its body.
Grimer,88,purple,urban,generation-i,no-eggs,its main source of food is the slimy industrial waste of factories. this pokémon’s numbers have been decreasing in recent years.
Grimer,88,purple,urban,generation-i,no-eggs,"it was born from sludge transformed by exposure to x-rays from the moon. when its internal load of germs decreases, it dies."
Grimer,88,purple,urban,generation-i,no-eggs,"it was born from sludge on the ocean floor. in a sterile environment, the germs within its body can’t multiply, and it dies."
Grimer,88,purple,urban,generation-i,no-eggs,"the wastewater coming from factories is clean these days, so grimer have nothing to eat. they’re said to be on the verge of extinction."
Grimer,88,purple,urban,generation-i,no-eggs,made of congealed sludge. it smells too putrid to touch. even weeds won’t grow in its path.
Muk,89,purple,urban,generation-i,no-eggs,"thickly covered with a filthy, vile sludge. itis so toxic, even its footprints contain poison."
Muk,89,purple,urban,generation-i,no-eggs,"smells so awful, it can cause fainting. throughdegeneration, it lost its sense of smell."
Muk,89,purple,urban,generation-i,no-eggs,"they love to gath­ er in smelly areas where sludge ac­cumulates, making the stench around them worse."
Muk,89,purple,urban,generation-i,no-eggs,its body is made of a powerful poi­ son. touching itaccidentally will cause a fever that requires bed rest.
Muk,89,purple,urban,generation-i,no-eggs,"as it moves, a very strong poison leaks from it,making the ground there barren for three years."
Muk,89,purple,urban,generation-i,no-eggs,from muk’s body seeps a foul fluid that gives off a nose-bendingly horrible stench.just one drop of this pokémon’s body fluid can turn a pool stagnant and rancid.
Muk,89,purple,urban,generation-i,no-eggs,"this pokémon’s favorite food is anything that is repugnantly filthy. in dirty towns where people thinknothing of throwing away litter on the streets, muk are certain to gather."
Muk,89,purple,urban,generation-i,no-eggs,"it prefers warm and humid habitats. in the summertime, the toxic substances in its body intensify, making muk reek like putrid kitchen garbage."
Muk,89,purple,urban,generation-i,no-eggs,it is usually undetectable because it blends in with the ground. touching it can cause terrible poisoning.
Muk,89,purple,urban,generation-i,no-eggs,"thickly covered with a filthy, vile sludge. it is so toxic, even its footprints contain poison."
Muk,89,purple,urban,generation-i,no-eggs,a toxic fluid seeps from its body. the fluid instantly kills plants and trees on contact.
Muk,89,purple,urban,generation-i,no-eggs,"they love to gather in smelly areas where sludge accumulates, making the stench around them worse."
Muk,89,purple,urban,generation-i,no-eggs,its body is made of a powerful poison. touching it accidentally will cause a fever that requires bed rest.
Muk,89,purple,urban,generation-i,no-eggs,"it’s so stinky! muk’s body contains toxic elements, and any plant will wilt when it passes by."
Muk,89,purple,urban,generation-i,no-eggs,from muk’s body seeps a foul fluid that gives off a nose-bendingly horrible stench. just one drop of this pokémon’s body fluid can turn a pool stagnant and rancid.
Muk,89,purple,urban,generation-i,no-eggs,"this pokémon’s favorite food is anything that is repugnantly filthy. in dirty towns where people think nothing of throwing away litter on the streets, muk are certain to gather."
Muk,89,purple,urban,generation-i,no-eggs,"the stench it gives off will make your nose scrunch up. still, there are muk fans who think that’s a good thing."
Muk,89,purple,urban,generation-i,no-eggs,"after recent environmental improvements, this pokémon is now hardly seen at all. people speculate that it may go extinct at some point."
Muk,89,purple,urban,generation-i,no-eggs,"their food sources have decreased, and their numbers have declined sharply. sludge ponds are being built to prevent their extinction."
Muk,89,purple,urban,generation-i,no-eggs,"because they scatter germs everywhere, they’ve long been targeted for extermination, leading to a steep decline in their population."
Muk,89,purple,urban,generation-i,no-eggs,"smells so awful, it can cause fainting. through degeneration of its nose, it lost its sense of smell."
Shellder,90,purple,sea,generation-i,no-eggs,its hard shell repels any kind of attack.it is vulnerable only when its shell is open.
Shellder,90,purple,sea,generation-i,no-eggs,"the shell can withstand any attack. however,when it is open, the tender body is exposed."
Shellder,90,purple,sea,generation-i,no-eggs,it swims facing backward by open­ ing and closingits two-piece shell. it is surprisingly fast.
Shellder,90,purple,sea,generation-i,no-eggs,grains of sand trapped in its shells mix withits body fluids to form beautiful pearls.
Shellder,90,purple,sea,generation-i,no-eggs,"clamping on to an opponent reveals its vulnerableparts, so it uses this move only as a last resort."
Shellder,90,purple,sea,generation-i,no-eggs,"at night, this pokémon uses its broad tongue to burrow a hole in the seafloor sand and then sleep in it.while it is sleeping, shellder closes its shell, but leaves its tongue hanging out."
Shellder,90,purple,sea,generation-i,no-eggs,"at night, it burrows a hole in the seafloor with its broad tongue to make a place to sleep. while asleep, it closes its shell, but leaves its tongue hanging out."
Shellder,90,purple,sea,generation-i,no-eggs,"it is encased in a shell that is harder than diamond. inside, however, it is surprisingly tender."
Shellder,90,purple,sea,generation-i,no-eggs,its hard shell repels any kind of attack. it is vulnerable only when its shell is open.
Shellder,90,purple,sea,generation-i,no-eggs,it swims backward by opening and closing its two shells. its large tongue is always kept hanging out.
Shellder,90,purple,sea,generation-i,no-eggs,it swims facing backward by opening and closing its two-piece shell. it is surprisingly fast.
Shellder,90,purple,sea,generation-i,no-eggs,grains of sand trapped in its shells mix with its body fluids to form beautiful pearls.
Shellder,90,purple,sea,generation-i,no-eggs,"clamping on to an opponent reveals its vulnerable parts, so it uses this move only as a last resort."
Shellder,90,purple,sea,generation-i,no-eggs,"at night, this pokémon uses its broad tongue to burrow a hole in the seafloor sand and then sleep in it. while it is sleeping, shellder closes its shell, but leaves its tongue hanging out."
Shellder,90,purple,sea,generation-i,no-eggs,"the hardness of its shell surpasses the hardness of a diamond. in days gone by, people used the shells to make shields."
Shellder,90,purple,sea,generation-i,no-eggs,this pokémon’s tongue is always hanging out. it uses its tongue with great dexterity to dig up sand from the seabed in its search for food.
Shellder,90,purple,sea,generation-i,no-eggs,"the sand that accumulates inside its shell eventually becomes a pearl. but the pearl gets in the way, so it spits it out and discards it."
Shellder,90,purple,sea,generation-i,no-eggs,"even when its shell is closed, its tongue still hangs out. if you give its tongue a good yank, the shock will cause shellder to open its shell."
Shellder,90,purple,sea,generation-i,no-eggs,"the shell can withstand any attack. however, when it is open, the tender body is exposed."
Cloyster,91,purple,sea,generation-i,no-eggs,"when attacked, it launches its horns in quickvolleys. its innards have never been seen."
Cloyster,91,purple,sea,generation-i,no-eggs,"for protection, it uses its harder- than-diamondsshell. it also shoots spikes from the shell."
Cloyster,91,purple,sea,generation-i,no-eggs,"once it slams its shell shut, it is impossible toopen, even by those with superi­ or strength."
Cloyster,91,purple,sea,generation-i,no-eggs,"cloyster that live in seas with harsh tidal currentsgrow large, sharp spikes on their shells."
Cloyster,91,purple,sea,generation-i,no-eggs,even a missile can't break the spikes it uses tostab opponents. they're even hard­ er than its shell.
Cloyster,91,purple,sea,generation-i,no-eggs,"cloyster is capable of swimming in the sea. it does so by swallowing water, then jetting it out toward the rear.this pokémon shoots spikes from its shell using the same system."
Cloyster,91,purple,sea,generation-i,no-eggs,"it swims in the sea by swallowing water, then jetting it out toward the rear. the cloyster shoots spikes from its shell using the same system."
Cloyster,91,purple,sea,generation-i,no-eggs,"its shell is extremely hard. it cannot be shattered, even with a bomb. the shell opens only when it is attacking."
